Time_min,Temp_C,Mass_mg,Heat_Flow_mW
2.0625,79.15634,14.90039,-13.57446
2.070834,79.35514,14.90039,-13.63676
2.079166,79.54508,14.90029,-13.69948
2.0875,79.73902,14.90042,-13.75933
2.095833,79.93743,14.90028,-13.81738
2.104167,80.13366,14.90038,-13.87467
2.1125,80.33054,14.90029,-13.92937
2.120834,80.52363,14.90032,-13.9843
2.129166,80.71382,14.90033,-14.03835
2.1375,80.91762,14.90031,-14.08767
2.145833,81.10743,14.90033,-14.1376
2.154167,81.3049,14.90021,-14.18596
2.1625,81.5034,14.90034,-14.2325
2.170834,81.6913,14.90016,-14.28024
2.179166,81.87995,14.90029,-14.3267
2.1875,82.08031,14.90016,-14.36869
2.195834,82.26732,14.90019,-14.41242
2.204166,82.45838,14.90017,-14.4529
2.2125,82.65375,14.90006,-14.49123
2.220833,82.84351,14.90016,-14.52977
2.229167,83.03716,14.90001,-14.56616
2.2375,83.23389,14.90016,-14.60073
2.245834,83.41637,14.89996,-14.63691
2.254166,83.60772,14.90012,-14.6696
2.2625,83.8011,14.89999,-14.7004
2.270833,83.99324,14.90004,-14.73055
2.279167,84.18039,14.90001,-14.75969
2.2875,84.37043,14.89994,-14.78788
2.295834,84.55951,14.90003,-14.81484
2.304166,84.74985,14.89986,-14.8408
2.3125,84.93535,14.90002,-14.86678
2.320834,85.12835,14.89984,-14.88818
2.329166,85.31738,14.89996,-14.90945
2.3375,85.49945,14.89991,-14.9312
2.345833,85.69047,14.89997,-14.94949
2.354167,85.87562,14.90001,-14.968
2.3625,86.06163,14.89999,-14.98624
2.370834,86.24824,14.90006,-15.00302
2.379166,86.43399,14.89996,-15.01825
2.3875,86.61818,14.90008,-15.0323
2.395833,86.80254,14.89997,-15.04506
2.404167,86.98905,14.90007,-15.0576
2.4125,87.18024,14.9,-15.06731
2.420834,87.35816,14.89993,-15.07865
2.429166,87.54072,14.89992,-15.08747
2.4375,87.72351,14.89977,-15.09476
2.445834,87.91132,14.8998,-15.09909
2.454166,88.09184,14.89964,-15.1042
2.4625,88.27369,14.89973,-15.10836
2.470833,88.45468,14.8996,-15.11145
2.479167,88.63556,14.89964,-15.11327
2.4875,88.81644,14.89958,-15.11446
2.495834,88.99776,14.89956,-15.11516
2.504166,89.18324,14.89961,-15.11338
2.5125,89.35751,14.89952,-15.11302
2.520833,89.53772,14.89964,-15.11119
2.529167,89.71931,14.89954,-15.1074
2.5375,89.90069,14.89962,-15.10285
2.545834,90.07909,14.89957,-15.09776
2.554166,90.26031,14.89962,-15.09081
2.5625,90.43526,14.89957,-15.08458
2.570834,90.61394,14.89952,-15.07563
2.579166,90.79422,14.89949,-15.0645
2.5875,90.97241,14.8994,-15.05429
2.595833,91.14464,14.89944,-15.04456
2.604167,91.32592,14.89931,-15.03078
2.6125,91.50561,14.89933,-15.01725
2.620834,91.67624,14.89924,-15.00497
2.629166,91.85626,14.89924,-14.98986
2.6375,92.03085,14.8992,-14.9755
2.645833,92.19974,14.89922,-14.96122
2.654167,92.37949,14.89923,-14.94355
2.6625,92.55468,14.8992,-14.92636
2.670834,92.72887,14.89922,-14.90722
2.679166,92.90484,14.89916,-14.88764
2.6875,93.08086,14.89927,-14.86765
2.695834,93.24934,14.89918,-14.84868
2.704166,93.42793,14.89926,-14.82639
2.7125,93.59641,14.89918,-14.8048
2.720833,93.77101,14.89917,-14.78094
2.729167,93.94179,14.89909,-14.75756
2.7375,94.11269,14.89905,-14.73361
2.745834,94.28564,14.89904,-14.70799
2.754166,94.45658,14.89893,-14.68253
2.7625,94.6292,14.89898,-14.65575
2.770833,94.79969,14.8988,-14.62888
2.779167,94.96289,14.89887,-14.60322
2.7875,95.13282,14.89875,-14.5747
2.795834,95.30553,14.89881,-14.54579
2.804166,95.47137,14.89875,-14.51828
2.8125,95.63828,14.89877,-14.48961
2.820834,95.81045,14.89874,-14.45934
2.829166,95.97621,14.89868,-14.43018
2.8375,96.14387,14.89873,-14.39975
2.845833,96.31243,14.89858,-14.36839
2.854167,96.47999,14.89866,-14.3363
2.8625,96.64769,14.89855,-14.3029
2.870834,96.81625,14.89856,-14.26907
2.879166,96.98007,14.89844,-14.23551
2.8875,97.14348,14.89841,-14.20092
2.895833,97.31106,14.89836,-14.16481
2.904167,97.4733,14.89837,-14.12926
2.9125,97.64478,14.89836,-14.09153
2.920834,97.81166,14.89833,-14.0546
2.929166,97.97336,14.89842,-14.0179
2.9375,98.13808,14.89836,-13.97978
2.945834,98.29863,14.89839,-13.94261
2.954166,98.46336,14.89837,-13.90434
2.9625,98.62758,14.89837,-13.86584
2.970833,98.79174,14.89836,-13.82678
2.979167,98.95118,14.89829,-13.78828
2.9875,99.11732,14.89827,-13.74807
2.995834,99.27945,14.89825,-13.7084
3.004166,99.44269,14.89822,-13.66776
3.0125,99.60087,14.89806,-13.62859
