Time_min,Temp_C,Mass_mg,Heat_Flow_mW
4.379166,124.4605,12.95471,-15.29769
4.3875,124.6232,12.9529,-15.2563
4.395834,124.7868,12.95074,-15.21484
4.404167,124.9468,12.9489,-15.1745
4.4125,125.1103,12.94666,-15.13372
4.420833,125.2752,12.94472,-15.09235
4.429167,125.4368,12.94262,-15.05208
4.4375,125.5998,12.94046,-15.01172
4.445833,125.7644,12.93852,-14.97076
4.454167,125.9222,12.93628,-14.9315
4.4625,126.0874,12.9343,-14.89144
4.470833,126.2498,12.93204,-14.852
4.479166,126.4191,12.93,-14.81145
4.4875,126.5862,12.92775,-14.77131
4.495834,126.7441,12.92569,-14.73316
4.504166,126.9033,12.92347,-14.69552
4.5125,127.0693,12.92125,-14.65746
4.520834,127.2309,12.91914,-14.62028
4.529167,127.3973,12.91679,-14.58247
4.5375,127.5665,12.91465,-14.54416
4.545833,127.7327,12.91229,-14.50639
4.554167,127.8914,12.91006,-14.47048
4.5625,128.062,12.90773,-14.43265
4.570833,128.2261,12.90547,-14.39623
4.579167,128.3885,12.90312,-14.36067
4.5875,128.5547,12.9008,-14.32449
4.595833,128.7177,12.89852,-14.28888
4.604166,128.8859,12.89608,-14.25257
4.6125,129.0526,12.89384,-14.21648
4.620834,129.2199,12.89135,-14.1803
4.629166,129.382,12.88903,-14.14595
4.6375,129.5477,12.88656,-14.11128
4.645834,129.7125,12.88414,-14.07695
4.654167,129.8783,12.88169,-14.04302
4.6625,130.0468,12.87922,-14.00883
4.670833,130.2122,12.87673,-13.97539
4.679167,130.3842,12.87418,-13.94061
4.6875,130.552,12.87174,-13.90695
4.695833,130.7144,12.86908,-13.87486
4.704167,130.8829,12.86661,-13.84208
4.7125,131.0497,12.86401,-13.80956
4.720833,131.218,12.86147,-13.77729
4.729166,131.3833,12.85887,-13.74565
4.7375,131.55,12.85626,-13.71351
4.745834,131.7198,12.85366,-13.68114
4.754166,131.8868,12.85106,-13.64953
4.7625,132.0533,12.84843,-13.61822
4.770834,132.2211,12.8457,-13.58722
4.779167,132.3881,12.84311,-13.55662
4.7875,132.5588,12.84037,-13.52568
4.795833,132.7243,12.83769,-13.49576
