Time_min,Temp_C,Mass_mg,Heat_Flow_mW
0.001722222,51.5272,5.150662,12.40114
0.004166667,51.52194,5.150623,12.39806
0.0125,51.50754,5.150703,12.39556
0.02083334,51.4993,5.15061,12.39219
0.02916666,51.49011,5.150704,12.38926
0.0375,51.4816,5.150578,12.38717
0.04583334,51.46904,5.150724,12.38443
0.05416668,51.45913,5.150613,12.38178
0.0625,51.45024,5.15069,12.37796
0.07083332,51.44014,5.150693,12.3758
0.07916666,51.43106,5.150672,12.37376
0.0875,51.42212,5.150764,12.37004
0.09583331,51.4175,5.150654,12.36616
0.1041666,51.41133,5.150764,12.36416
0.1125,51.39368,5.150675,12.3615
0.1208333,51.38316,5.1508,12.35681
0.1291666,51.37806,5.150738,12.35245
0.1375,51.37406,5.150862,12.34847
0.1458333,51.36257,5.1508,12.34671
0.1541667,51.3577,5.150835,12.34393
0.1625,51.35514,5.150926,12.34039
0.1708334,51.3464,5.150884,12.34087
0.1791666,51.34539,5.15105,12.341
0.1875,51.3384,5.151026,12.34148
0.1958334,51.3375,5.151176,12.34542
0.2041667,51.33443,5.151174,12.35133
0.2125,51.33613,5.15128,12.35669
0.2208333,51.33454,5.15128,12.36339
0.2291667,51.33442,5.151386,12.37115
0.2375,51.33518,5.15148,12.38094
0.2458334,51.33652,5.151531,12.39206
0.2541666,51.34231,5.151666,12.40188
0.2625,51.34402,5.151684,12.41379
0.2708334,51.3459,5.151777,12.42674
0.2791667,51.3461,5.151806,12.43994
0.2875,51.35373,5.151908,12.45151
0.2958333,51.36441,5.151972,12.46337
0.3041667,51.37514,5.152096,12.47611
0.3125,51.37978,5.15217,12.489
0.3208333,51.39377,5.152243,12.5004
0.3291667,51.40202,5.152282,12.5121
0.3375,51.41716,5.152346,12.52202
0.3458333,51.42817,5.152402,12.53269
0.3541666,51.43861,5.152512,12.54314
0.3625,51.45961,5.152633,12.5505
0.3708334,51.47996,5.152683,12.55891
0.3791666,51.49472,5.152789,12.56767
0.3875,51.51617,5.152832,12.57392
0.3958334,51.54166,5.152976,12.58002
0.4041666,51.55488,5.152998,12.58568
0.4125,51.57089,5.153141,12.58943
0.4208333,51.59291,5.153152,12.58933
0.4291667,51.62934,5.153256,12.58607
0.4375,51.64715,5.15331,12.58337
0.4458333,51.67234,5.153332,12.5786
0.4541667,51.70306,5.153482,12.57023
0.4625,51.73708,5.15347,12.55921
0.4708334,51.76766,5.153664,12.54703
0.4791666,51.79902,5.1536,12.53181
0.4875,51.8316,5.153759,12.51559
0.4958334,51.87,5.153778,12.4984
0.5041666,51.9053,5.153935,12.48132
0.5125,51.94004,5.154056,12.4608
0.5208332,51.97698,5.154125,12.43664
0.5291666,52.01514,5.154282,12.40992
0.5375,52.05418,5.15425,12.38142
0.5458334,52.09504,5.154469,12.35107
0.5541668,52.13852,5.15438,12.31713
0.5625,52.18638,5.154615,12.2807
0.5708332,52.23609,5.154586,12.24231
0.5791666,52.28541,5.154713,12.20067
0.5875,52.33578,5.15474,12.15614
0.5958334,52.38316,5.154774,12.10898
0.6041668,52.4399,5.15485,12.05999
0.6125,52.49082,5.154828,12.00974
0.6208334,52.55332,5.155024,11.95681
0.6291666,52.61026,5.154926,11.90164
0.6375,52.66572,5.15515,11.84462
0.6458332,52.72603,5.155056,11.7853
0.6541666,52.78488,5.155212,11.72468
0.6625,52.84736,5.15523,11.65989
0.6708334,52.91474,5.155368,11.5915
0.6791668,52.981,5.155434,11.52328
0.6875,53.04658,5.155481,11.45316
0.6958332,53.10934,5.155647,11.38021
0.7041666,53.1843,5.155562,11.30294
0.7125,53.25464,5.155774,11.22398
0.7208334,53.32972,5.155709,11.14213
0.7291668,53.40625,5.155942,11.05686
0.7375,53.47764,5.155937,10.969
0.7458334,53.56111,5.156036,10.8783
0.7541666,53.63648,5.156082,10.78651
0.7625,53.72199,5.156131,10.68922
0.7708332,53.80474,5.156265,10.59126
0.7791666,53.8934,5.156213,10.49195
0.7875,53.98062,5.156446,10.39021
0.7958334,54.06835,5.156365,10.28608
0.8041668,54.1636,5.156519,10.18003
0.8125,54.24996,5.156438,10.07421
0.8208332,54.34532,5.156558,9.964316
0.8291666,54.43991,5.156571,9.85197
0.8375,54.53432,5.15662,9.739122
0.8458334,54.63235,5.156724,9.624664
0.8541668,54.73256,5.156674,9.508449
0.8625,54.83363,5.156811,9.388703
0.8708332,54.93321,5.156719,9.265953
